"filename", "language", "CMake", "Shell Script", "C++", "Markdown", "Python", "YAML", "Objective-C++", "XML", "Properties", "Groovy", "Batch", "C", "JSON", "HTML", "Makefile", "Java", "JavaScript", "comment", "blank", "total"
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/FixedBlockWriter.cpp", "C++", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 11, 74
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/FixedBlockWriter.h", "C++", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 10, 55
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/LatencyTuner.cpp", "C++", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 18, 109
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/MonotonicCounter.h", "C++", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 14, 113
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/OboeDebug.h", "C++", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 42
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/OboeExtensions.cpp", "C++", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 7, 37
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/QuirksManager.cpp", "C++", 0, 0, 217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 36, 312
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/QuirksManager.h", "C++", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 28, 135
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/README.md", "Markdown", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 34
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/SourceFloatCaller.cpp", "C++", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 4, 31
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/SourceFloatCaller.h", "C++", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 45
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/SourceI16Caller.cpp", "C++", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 48
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/SourceI16Caller.h", "C++", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 50
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/SourceI24Caller.cpp", "C++", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 57
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/SourceI24Caller.h", "C++", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 54
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/SourceI32Caller.cpp", "C++", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 48
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/SourceI32Caller.h", "C++", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 54
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/StabilizedCallback.cpp", "C++", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 23, 113
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/Trace.cpp", "C++", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 15, 76
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/Trace.h", "C++", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 32
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/Utilities.cpp", "C++", 0, 0, 276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 39, 334
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/common/Version.cpp", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 4, 29
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/fifo/FifoBuffer.cpp", "C++", 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 19, 179
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/fifo/FifoController.cpp", "C++", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 31
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/fifo/FifoController.h", "C++", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 63
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/fifo/FifoControllerBase.cpp", "C++", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12, 69
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/fifo/FifoControllerIndirect.cpp", "C++", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 33
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/fifo/FifoControllerIndirect.h", "C++", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 13, 67
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/ChannelCountConverter.cpp", "C++", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 7, 53
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/ChannelCountConverter.h", "C++", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 12, 53
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/ClipToRange.cpp", "C++", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 7, 39
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/ClipToRange.h", "C++", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 17, 69
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/FlowGraphNode.cpp", "C++", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 14, 115
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/FlowGraphNode.h", "C++", 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 181, 80, 451
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/FlowgraphUtilities.h", "C++", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 8, 56
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/Limiter.cpp", "C++", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 10, 68
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/Limiter.h", "C++", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 13, 65
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/ManyToMultiConverter.cpp", "C++", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 9, 48
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/ManyToMultiConverter.h", "C++", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 14, 54
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/MonoBlend.cpp", "C++", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 47
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/MonoBlend.h", "C++", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 11, 49
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/MonoToMultiConverter.cpp", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 42
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/MonoToMultiConverter.h", "C++", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12, 50
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/MultiToManyConverter.cpp", "C++", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 9, 48
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/MultiToManyConverter.h", "C++", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12, 50
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/MultiToMonoConverter.cpp", "C++", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 42
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/MultiToMonoConverter.h", "C++", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12, 50
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/RampLinear.cpp", "C++", 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 13, 82
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/RampLinear.h", "C++", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 20, 97
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SampleRateConverter.cpp", "C++", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 8, 72
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SampleRateConverter.h", "C++", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 18, 64
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SinkFloat.cpp", "C++", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 47
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SinkFloat.h", "C++", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 11, 46
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SinkI16.cpp", "C++", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 58
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SinkI16.h", "C++", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 44
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SinkI24.cpp", "C++", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 67
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SinkI24.h", "C++", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 10, 45
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SinkI32.cpp", "C++", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 7, 56
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SinkI32.h", "C++", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10, 41
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SourceFloat.cpp", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 43
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SourceFloat.h", "C++", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 45
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SourceI16.cpp", "C++", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 55
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SourceI16.h", "C++", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 43
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SourceI24.cpp", "C++", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 12, 66
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SourceI24.h", "C++", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 10, 44
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SourceI32.cpp", "C++", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 55
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/SourceI32.h", "C++", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 10, 43
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/HyperbolicCosineWindow.h", "C++", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 12, 72
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/IntegerRatio.cpp", "C++", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 51
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/IntegerRatio.h", "C++", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 12, 55
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/KaiserWindow.h", "C++", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 13, 91
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/LinearResampler.cpp", "C++", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 43
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/LinearResampler.h", "C++", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 11, 48
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/MultiChannelResampler.cpp", "C++", 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14, 172
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/MultiChannelResampler.h", "C++", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 49, 282
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/PolyphaseResampler.cpp", "C++", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 10, 62
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/PolyphaseResampler.h", "C++", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 12, 54
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/PolyphaseResamplerMono.cpp", "C++", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 10, 64
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/PolyphaseResamplerMono.h", "C++", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 42
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/PolyphaseResamplerStereo.cpp", "C++", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 13, 80
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/PolyphaseResamplerStereo.h", "C++", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 42
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/README.md", "Markdown", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 102
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/ResamplerDefinitions.h", "C++", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3, 28
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/SincResampler.cpp", "C++", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 73
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/SincResampler.h", "C++", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12, 51
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/SincResamplerStereo.cpp", "C++", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 10, 82
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/flowgraph/resampler/SincResamplerStereo.h", "C++", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 12, 43
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/opensles/AudioInputStreamOpenSLES.cpp", "C++", 0, 0, 265, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 50, 361
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/opensles/AudioInputStreamOpenSLES.h", "C++", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 20, 67
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/opensles/AudioOutputStreamOpenSLES.cpp", "C++", 0, 0, 351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 67, 463
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/opensles/AudioOutputStreamOpenSLES.h", "C++", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 24, 81
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/opensles/AudioStreamBuffered.cpp", "C++", 0, 0, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 34, 286
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/opensles/AudioStreamBuffered.h", "C++", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 28, 97
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/opensles/AudioStreamOpenSLES.cpp", "C++", 0, 0, 374, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 69, 500
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/opensles/AudioStreamOpenSLES.h", "C++", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 39, 149
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/opensles/EngineOpenSLES.cpp", "C++", 0, 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 22, 142
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/opensles/EngineOpenSLES.h", "C++", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 16, 66
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/opensles/OpenSLESUtilities.cpp", "C++", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 8, 97
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/opensles/OpenSLESUtilities.h", "C++", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 9, 45
"/Users/williamsmith/Desktop/Terminal_Fuzz_Plugin/JUCE/modules/juce_audio_devices/native/oboe/src/opensles/OutputMixerOpenSLES.cpp", "C++", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 13, 75
